ExpID,MD_MMGBSA_VdW_mean,MD_MMGBSA_Elec_mean,MD_MMGBSA_PolarSolv_mean,MD_MMGBSA_NonPolarSolv_mean,MD_RMSF_mean,Coords_RMSD_from_Centroid_CA,Prop_ResCode_ALA,Prop_ResCode_ARG,Prop_ResCode_ASN,Prop_ResCode_ASP,Prop_ResCode_CYS,Prop_ResCode_GLN,Prop_ResCode_GLU,Prop_ResCode_GLY,Prop_ResCode_HIS,Prop_ResCode_ILE,Prop_ResCode_LEU,Prop_ResCode_LYS,Prop_ResCode_MET,Prop_ResCode_PHE,Prop_ResCode_PRO,Prop_ResCode_SER,Prop_ResCode_THR,Prop_ResCode_TRP,Prop_ResCode_TYR,Prop_ResCode_VAL,Prop_AminoAcidType_A,Prop_AminoAcidType_H,Prop_AminoAcidType_NC,Prop_AminoAcidType_P,Prop_AminoAcidType_PC,Prop_AminoAcidType_SC,Prop_MD_SS_He,Prop_MD_SS_Be,Prop_MD_SS_Co,Prop_hb,Prop_pc,Prop_ps,Prop_sb,Prop_ts,Prop_vdw,Prop_wb,MD_MMGBSA_VdW_sum,MD_MMGBSA_Elec_sum,MD_MMGBSA_PolarSolv_sum,MD_MMGBSA_NonPolarSolv_sum,MD_RMSF_sum,Planarity_RMSD_CA,Coords_RMSD_from_Centroid_COM,Planarity_RMSD_COM,MD_Interface_Fraction,Interface_Length,hb,pc,ps,sb,ts,vdw,wb,TotalContactCount,Contact_per_Interface,AF_Fraction_Disordered,MD_MMGBSA_total,MD_MMGBSA_Std_Dev,Transmembrane,GMM_Label_Combined
A4IF30_O76094,-0.582747321428571,0.603925,-0.0722223214285713,-0.1027875,2.16921339285714,16.1962771632724,0.0565217391304348,0.0739130434782609,0.0652173913043478,0.0565217391304348,0.0217391304347826,0.0565217391304348,0.091304347826087,0.0391304347826087,0.0130434782608696,0.0826086956521739,0.117391304347826,0.152173913043478,0.0478260869565217,0.0826086956521739,0.0304347826086957,0.0565217391304348,0.0478260869565217,0.0304347826086957,0.0391304347826087,0.0739130434782609,0.126086956521739,0.343478260869565,0.134782608695652,0.195652173913044,0.21304347826087,0.0391304347826087,0.734782608695652,0.0130434782608696,0.330434782608696,0.1,0.0217391304347826,0.0130434782608696,0.0391304347826087,0.0130434782608696,0.178260869565217,0.0304347826086957,-65.2677,67.6396,-8.088899999999981,-11.5122,242.9519,6.7644190810524405,16.155393600338428,6.730953585971726,0.1236203090507726,112,10.0,1.0,0.0,3.0,0.0,19.0,2.0,35.0,0.3125,0.29,-14.7291,10.5431,False,0
A4IF30_P46087,-0.380386231884058,1.31712391304348,-1.00757898550725,-0.0760471014492754,2.29180652173913,19.9540726222646,0.0531914893617021,0.124113475177305,0.0319148936170213,0.0531914893617021,0.0177304964539007,0.0319148936170213,0.074468085106383,0.0602836879432624,0.0319148936170213,0.0531914893617021,0.124113475177305,0.102836879432624,0.0390070921985816,0.124113475177305,0.0460992907801418,0.0673758865248227,0.0390070921985816,0.0319148936170213,0.024822695035461,0.0602836879432624,0.159574468085106,0.322695035460993,0.117021276595745,0.145390070921986,0.23758865248227,0.0602836879432624,0.592198581560284,0.0673758865248227,0.404255319148936,0.0957446808510638,0.0106382978723404,0.0106382978723404,0.0319148936170213,0.0106382978723404,0.152482269503546,0.0106382978723404,-52.4933,181.76309999999995,-139.04589999999996,-10.4945,316.2693,6.432675604588187,20.113936344147216,6.668815915054192,0.2005813953488372,138,12.0,0.0,0.0,3.0,0.0,20.0,0.0,35.0,0.2536231884057971,0.47,-11.9661,8.0541,False,0
A4IF30_Q13098,-0.522962790697674,-0.562500775193799,0.947734108527132,-0.0953124031007752,1.47638682170543,18.3437933394389,0.0492424242424242,0.0946969696969697,0.0492424242424242,0.0568181818181818,0.0340909090909091,0.0340909090909091,0.0871212121212121,0.0643939393939394,0.0340909090909091,0.0795454545454545,0.109848484848485,0.0871212121212121,0.0340909090909091,0.0643939393939394,0.0416666666666667,0.0946969696969697,0.071969696969697,0.0265151515151515,0.0340909090909091,0.0568181818181818,0.102272727272727,0.314393939393939,0.132575757575758,0.238636363636364,0.193181818181818,0.0643939393939394,0.708333333333333,0.0113636363636364,0.348484848484849,0.0871212121212121,0.0113636363636364,0.0113636363636364,0.0265151515151515,0.0113636363636364,0.193181818181818,0.0189393939393939,-67.4622,-72.5626,122.25770000000004,-12.2953,190.4539,6.448073450637849,18.38055061283093,6.465217812387841,0.1666666666666666,129,10.0,0.0,0.0,2.0,0.0,24.0,1.0,37.0,0.2868217054263566,0.29,-25.0515,8.3956,False,0
A4IF30_Q14258,-0.417582122905028,-0.617542458100559,0.85799217877095,-0.0793642458100559,2.80316145251397,22.2439707090335,0.0412087912087912,0.0576923076923077,0.0686813186813187,0.0412087912087912,0.0302197802197802,0.0576923076923077,0.0906593406593407,0.0686813186813187,0.0247252747252747,0.0467032967032967,0.0961538461538462,0.101648351648352,0.0302197802197802,0.0906593406593407,0.0521978021978022,0.0741758241758242,0.0521978021978022,0.0357142857142857,0.0357142857142857,0.0521978021978022,0.145604395604396,0.277472527472528,0.123626373626374,0.25,0.167582417582418,0.0686813186813187,0.453296703296703,0.118131868131868,0.478021978021978,0.0851648351648352,0.0192307692307692,0.0082417582417582,0.0192307692307692,0.0082417582417582,0.195054945054945,0.0851648351648352,-74.7472,-110.54009999999998,153.5806,-14.2062,501.7659,7.058811825398449,22.27874900488963,6.995167765928044,0.186652763295099,179,14.0,2.0,0.0,2.0,0.0,34.0,14.0,66.0,0.3687150837988827,0.29,-35.481,14.0319,False,0
A4IF30_Q14839,-0.353972360248447,-4.41328260869565,4.59825621118012,-0.0721245341614907,3.07599937888199,31.340475392148,0.0661538461538462,0.0630769230769231,0.0384615384615385,0.0661538461538462,0.0446153846153846,0.0415384615384615,0.0784615384615385,0.06,0.0384615384615385,0.0446153846153846,0.103076923076923,0.0938461538461538,0.0384615384615385,0.0692307692307692,0.0446153846153846,0.0415384615384615,0.0261538461538462,0.02,0.0415384615384615,0.0630769230769231,0.121538461538462,0.336923076923077,0.14,0.173846153846154,0.186153846153846,0.06,0.456923076923077,0.0476923076923077,0.523076923076923,0.0630769230769231,0.0076923076923076,0.0046153846153846,0.0323076923076923,0.0046153846153846,0.143076923076923,0.0446153846153846,-113.9791,-1421.077,1480.6385,-23.2241,990.4718,11.187369229916676,31.28947867083766,11.237832553570616,0.1568436434486118,322,19.0,1.0,0.0,9.0,0.0,45.0,13.0,87.0,0.2701863354037267,0.31,-81.4149,17.8211,False,0
A4IF30_Q16740,-0.268503174603175,-1.87650396825397,2.0570619047619,-0.0743976190476191,2.86437301587302,17.7310425788017,0.0348837209302326,0.0891472868217054,0.0426356589147287,0.0426356589147287,0.0271317829457364,0.0348837209302326,0.104651162790698,0.0658914728682171,0.0348837209302326,0.0891472868217054,0.0813953488372093,0.104651162790698,0.0348837209302326,0.0736434108527132,0.0736434108527132,0.0891472868217054,0.0426356589147287,0.0348837209302326,0.0426356589147287,0.0658914728682171,0.127906976744186,0.321705426356589,0.135658914728682,0.189922480620155,0.205426356589147,0.0658914728682171,0.554263565891473,0.143410852713178,0.372093023255814,0.0581395348837209,0.0116279069767442,0.0116279069767442,0.0271317829457364,0.0116279069767442,0.112403100775194,0.0271317829457364,-33.8314,-236.4395,259.1898,-9.3741,360.911,8.354501428015203,17.748892723819218,8.298116801807607,0.2368421052631578,126,6.0,0.0,0.0,2.0,0.0,13.0,2.0,23.0,0.1825396825396825,0.35,-16.6069,11.2459,False,0
A4IF30_Q3YEC7,-0.218462727272727,-5.40625727272727,5.38191545454545,-0.0606481818181818,2.88027272727273,27.1025472918663,0.0486725663716814,0.0752212389380531,0.0575221238938053,0.0752212389380531,0.0221238938053097,0.0929203539823009,0.146017699115044,0.0486725663716814,0.0221238938053097,0.0752212389380531,0.0752212389380531,0.101769911504425,0.0398230088495575,0.0486725663716814,0.0221238938053097,0.0663716814159292,0.0575221238938053,0.0398230088495575,0.0398230088495575,0.084070796460177,0.101769911504425,0.278761061946903,0.207964601769912,0.243362831858407,0.172566371681416,0.0486725663716814,0.429203539823009,0.190265486725664,0.460176991150442,0.0752212389380531,0.0132743362831858,0.0132743362831858,0.0575221238938053,0.0132743362831858,0.128318584070796,0.0132743362831858,-24.0309,-594.6883,592.0106999999999,-6.6713000000000005,316.83,6.599274073839228,27.04404525982025,6.543051943946903,0.189328743545611,110,7.0,0.0,0.0,5.0,0.0,13.0,0.0,25.0,0.2272727272727272,0.57,-33.5321,16.6906,False,0
A4IF30_Q6UN15,-0.151242372881356,-5.8678,5.83037966101695,-0.0431016949152542,3.01873898305085,11.636069212035,0.0564516129032258,0.0725806451612903,0.0725806451612903,0.0887096774193548,0.0241935483870968,0.0241935483870968,0.0564516129032258,0.104838709677419,0.0241935483870968,0.0403225806451613,0.137096774193548,0.120967741935484,0.0403225806451613,0.169354838709677,0.0725806451612903,0.0725806451612903,0.0725806451612903,0.0403225806451613,0.0725806451612903,0.0725806451612903,0.233870967741935,0.298387096774194,0.120967741935484,0.169354838709677,0.169354838709677,0.104838709677419,0.524193548387097,0.0241935483870968,0.596774193548387,0.0887096774193548,0.0241935483870968,0.0241935483870968,0.0887096774193548,0.0241935483870968,0.137096774193548,0.0241935483870968,-8.9233,-346.2002,343.9924,-2.543,178.1056,5.496044790112274,11.702871177329214,5.621719568669684,0.1524547803617571,59,4.0,0.0,0.0,4.0,0.0,7.0,0.0,15.0,0.2542372881355932,0.66,-15.449,9.2266,False,0
A4IF30_Q6UXN9,-0.632906763285024,-2.37343768115942,2.67977487922705,-0.110306763285024,1.98412125603865,21.3236032774487,0.05,0.0785714285714286,0.0547619047619048,0.0880952380952381,0.0214285714285714,0.0166666666666667,0.05,0.0690476190476191,0.0357142857142857,0.0738095238095238,0.0833333333333333,0.0833333333333333,0.0261904761904762,0.0738095238095238,0.0404761904761905,0.0928571428571429,0.0642857142857143,0.0214285714285714,0.0452380952380952,0.0595238095238095,0.126190476190476,0.297619047619048,0.130952380952381,0.221428571428571,0.183333333333333,0.0690476190476191,0.221428571428571,0.311904761904762,0.50952380952381,0.0928571428571429,0.0071428571428571,0.0071428571428571,0.030952380952381,0.0071428571428571,0.283333333333333,0.0119047619047619,-131.0117,-491.3016,554.7134,-22.8335,410.7131,6.102344468596611,21.46166374178885,6.123630322627677,0.3071216617210682,207,18.0,0.0,0.0,5.0,0.0,58.0,1.0,82.0,0.3961352657004831,0.23,-81.6537,14.4068,False,1
A4IF30_Q86U86,-0.363735142857143,-0.978006,1.2811,-0.0734928571428571,3.58682542857143,28.6202453012249,0.0297450424929178,0.0354107648725213,0.046742209631728,0.0410764872521247,0.0155807365439093,0.038243626062323,0.0524079320113315,0.0750708215297451,0.0240793201133144,0.0665722379603399,0.114730878186969,0.10056657223796,0.0552407932011331,0.0807365439093484,0.0807365439093484,0.0665722379603399,0.038243626062323,0.0212464589235127,0.0297450424929178,0.0637393767705382,0.123229461756374,0.389518413597734,0.0892351274787535,0.188385269121813,0.151558073654391,0.0750708215297451,0.550991501416431,0.0439093484419263,0.430594900849858,0.046742209631728,0.0042492917847025,0.0042492917847025,0.0269121813031161,0.0042492917847025,0.10056657223796,0.0439093484419263,-127.3073,-342.3021,448.385,-25.7225,1255.3889,8.503378910642963,28.57946062789321,8.50136136548645,0.1773049645390071,350,15.0,0.0,0.0,8.0,0.0,34.0,14.0,71.0,0.2028571428571428,0.3,-41.5231,34.9558,False,0
A4IF30_Q96GM5,-0.420149333333333,0.556521333333333,-0.254508,-0.081892,3.30262133333333,14.0601387445407,0.0576923076923077,0.108974358974359,0.0320512820512821,0.0833333333333333,0.0320512820512821,0.0320512820512821,0.0576923076923077,0.0705128205128205,0.0192307692307692,0.0576923076923077,0.185897435897436,0.121794871794872,0.0320512820512821,0.108974358974359,0.0320512820512821,0.108974358974359,0.0833333333333333,0.0320512820512821,0.0448717948717949,0.0448717948717949,0.147435897435897,0.314102564102564,0.121794871794872,0.211538461538462,0.211538461538462,0.0705128205128205,0.532051282051282,0.185897435897436,0.397435897435897,0.0833333333333333,0.0192307692307692,0.0192307692307692,0.0448717948717949,0.0192307692307692,0.16025641025641,0.0320512820512821,-31.5112,41.73909999999998,-19.08809999999999,-6.1419,247.6966,5.042680050907875,14.20029069502765,5.329925909203443,0.1062322946175637,75,5.0,0.0,0.0,2.0,0.0,11.0,1.0,19.0,0.2533333333333333,0.34,-10.5134,8.2697,False,0
A4IF30_Q96K17,-0.399819298245614,-2.11466929824561,2.3915350877193,-0.0849508771929825,1.75520438596491,15.9902537434072,0.0897435897435897,0.047008547008547,0.0811965811965812,0.0384615384615385,0.0213675213675214,0.0299145299145299,0.0811965811965812,0.0555555555555556,0.0213675213675214,0.0641025641025641,0.123931623931624,0.0982905982905983,0.0384615384615385,0.0897435897435897,0.0384615384615385,0.0811965811965812,0.0641025641025641,0.0384615384615385,0.0384615384615385,0.0897435897435897,0.141025641025641,0.38034188034188,0.106837606837607,0.226495726495727,0.141025641025641,0.0555555555555556,0.55982905982906,0.166666666666667,0.35042735042735,0.0726495726495727,0.0128205128205128,0.0128205128205128,0.0384615384615385,0.0128205128205128,0.183760683760684,0.0213675213675214,-45.5794,-241.0723,272.635,-9.6844,200.0933,6.997104604064899,16.04677494625946,6.964035272123794,0.2550335570469799,114,7.0,0.0,0.0,3.0,0.0,20.0,1.0,31.0,0.2719298245614035,0.39,-15.8776,9.4475,False,0
A4IF30_Q9Y520,-0.343604545454545,-2.49089772727273,2.81156590909091,-0.0746795454545455,1.79060227272727,11.5746277058008,0.0957446808510638,0.138297872340426,0.0531914893617021,0.0531914893617021,0.074468085106383,0.0531914893617021,0.202127659574468,0.0957446808510638,0.074468085106383,0.0531914893617021,0.0531914893617021,0.074468085106383,0.074468085106383,0.180851063829787,0.0319148936170213,0.0957446808510638,0.0319148936170213,0.0319148936170213,0.0531914893617021,0.0531914893617021,0.202127659574468,0.202127659574468,0.223404255319149,0.180851063829787,0.223404255319149,0.0957446808510638,0.712765957446809,0.0319148936170213,0.446808510638298,0.074468085106383,0.0319148936170213,0.0319148936170213,0.0319148936170213,0.0319148936170213,0.138297872340426,0.0531914893617021,-15.1186,-109.5995,123.7089,-3.2859000000000003,78.7865,5.362157873370282,11.541810677215151,5.479078493194468,0.1208791208791208,44,2.0,0.0,0.0,0.0,0.0,5.0,1.0,8.0,0.1818181818181818,0.0,-1.9967,6.2855,False,0
A6NFX1_Q12913,-0.457707949790795,-2.17419748953975,2.45315062761506,-0.0870188284518828,2.09660962343096,28.8940667703917,0.0929752066115702,0.0516528925619835,0.0268595041322314,0.0475206611570248,0.0475206611570248,0.0227272727272727,0.0557851239669422,0.105371900826446,0.0351239669421488,0.0557851239669422,0.0847107438016529,0.0557851239669422,0.0185950413223141,0.0351239669421488,0.0723140495867769,0.0599173553719008,0.0681818181818182,0.0103305785123967,0.0557851239669422,0.109504132231405,0.0888429752066116,0.402892561983471,0.0971074380165289,0.200413223140496,0.130165289256198,0.105371900826446,0.522727272727273,0.0640495867768595,0.450413223140496,0.0888429752066116,0.006198347107438,0.006198347107438,0.0185950413223141,0.006198347107438,0.171487603305785,0.0764462809917355,-109.3922,-519.6332,586.303,-20.7975,501.0897,7.231575494537266,28.84454269124522,7.317521419354444,0.1465358675659104,239,20.0,0.0,0.0,3.0,0.0,40.0,17.0,80.0,0.3347280334728033,0.12,-58.3186,11.7025,True,0
A6NNN8_P22413,-0.69851523178808,-1.15496026490066,1.46333112582781,-0.115137086092715,2.22492847682119,18.586837112792,0.100649350649351,0.0422077922077922,0.0292207792207792,0.0162337662337662,0.0876623376623377,0.0292207792207792,0.0551948051948052,0.126623376623377,0.0097402597402597,0.0681818181818182,0.0876623376623377,0.0487012987012987,0.0227272727272727,0.0746753246753247,0.0487012987012987,0.0876623376623377,0.0681818181818182,0.0292207792207792,0.0292207792207792,0.113636363636364,0.113636363636364,0.392857142857143,0.0616883116883117,0.262987012987013,0.0811688311688312,0.126623376623377,0.75,0.0097402597402597,0.298701298701299,0.0876623376623377,0.0097402597402597,0.0097402597402597,0.0227272727272727,0.0097402597402597,0.282467532467533,0.0292207792207792,-105.4758,-174.399,220.963,-17.3857,335.9642,5.89260385087301,18.590962750376264,5.940840363597654,0.1193675889328063,151,12.0,0.0,0.0,2.0,0.0,42.0,3.0,59.0,0.390728476821192,0.08,-72.8222,13.3647,True,1
