ExpID,y_true,y_prob,y_pred,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127
P11166_P08174,0,0.23736392,0,0.43858528,0.11568268,0.91884375,0.24686809,0.6806922,0.52765024,0.41665286,0.38143468,0.35278982,-0.00068538956,0.19746344,0.20594756,1.0496503,1.2076744,0.07373204,0.20328768,0.15643236,1.038843,0.36603755,0.16603374,-0.00010625559,-0.00050951424,-0.0011305631,0.2552684,0.34010637,2.6330929,0.07781435,-0.0013517296,0.1023534,0.15274492,0.019612724,0.5184728,-0.00034963147,0.7277581,0.45804444,0.70180905,0.3804231,0.48979983,0.2811162,1.125183,0.20296156,0.49830016,0.35012698,0.40729773,0.6235085,0.4355186,0.26517728,0.33851078,0.5059694,0.16162048,0.59097385,0.3558963,0.45291793,0.43751425,-0.00038599176,0.13786612,0.2795765,0.626861,0.17614157,0.48526496,0.42255417,0.45349964,0.6389077,0.32615402,0.22872679,0.8774054,0.3911394,-0.00052999624,0.10589937,1.5870389,0.36681518,0.35050812,0.8888962,-0.0012438863,0.4119142,0.39710513,0.13670397,0.37390366,0.21255618,0.11952964,0.3425276,0.5012736,0.31982535,-0.00089121243,-0.0012495741,0.5083666,0.053376608,0.40449134,0.0052528223,0.01126952,0.32112056,-0.0009976407,0.23417774,0.21598771,0.14546478,0.4761254,0.515862,0.28211454,0.26567635,0.43496767,0.5277014,-0.0017884385,0.963666,0.037744604,0.36240935,0.18053162,0.11334044,0.5732131,0.6782049,-0.0015947821,0.47898313,0.3103158,1.3459778,0.7119346,0.3440707,0.4272181,0.26737216,0.5131951,0.3819629,-0.0003587363,0.60063046,0.6335925,0.1544294,0.3352779,0.35192418,0.4562862,0.039899543,0.44732767
P11166_P08582,0,0.23441808,0,0.3491556,0.57899255,1.3779546,1.2584233,0.9597499,0.4964492,0.41662544,0.39066604,0.35367522,0.38769814,0.39016086,0.8695323,1.0307357,1.9117377,0.5650478,0.40476274,0.70541865,0.75248533,0.36534527,0.38049656,0.6021805,0.46825075,0.10315036,0.7466179,0.34204745,4.959042,0.7553702,0.36543444,0.84796524,0.85759515,0.2113953,0.70208496,0.3187922,1.1242425,0.5200028,0.59495366,0.3675327,0.48723948,0.9738732,0.83327097,1.8474174,0.5395424,0.34575978,0.40765673,0.47953612,0.4337358,0.6404766,1.000978,1.1865659,0.7113902,2.3053865,0.4400855,0.43312442,1.3058486,0.5435244,0.6776856,0.36397415,0.83369493,0.7819805,0.5039604,0.4464603,0.40821007,1.4503818,0.3385982,0.4492288,1.2271483,0.99857605,0.49235135,0.3615391,1.9775109,1.1293075,0.38007504,1.5970625,0.49060822,0.388451,0.36781436,0.6904869,0.27783188,0.6748134,0.7256884,0.03671188,1.0744858,0.47643694,0.00809281,0.34214237,1.1502422,0.5052302,0.40443096,0.48031637,0.43738377,1.4076852,0.14015925,0.41408455,0.6149444,0.6744216,0.57515913,1.2405403,0.27712154,0.89709145,0.36469316,0.43916693,0.6061232,1.2081765,0.023153646,0.36202845,0.5601999,0.6030055,0.83764285,1.0213431,0.14788477,0.38525355,0.3224647,1.4977332,1.1451422,0.3810634,0.46166757,0.8154735,0.30896458,0.3805111,0.3463164,0.59759694,1.3801084,0.9191175,0.5746001,0.362402,0.8948434,0.7168865,0.3567128
P11166_Q14156,0,0.2885254,0,0.41125008,0.06426899,0.91505337,0.25071836,0.7354177,0.65008575,0.4184331,0.38099837,0.35359034,-0.00041682558,0.35215113,0.06693752,1.032179,0.83084214,-0.00040516336,0.3390871,0.06958338,0.99234504,0.36872274,0.31143016,-0.0003139732,-0.0010804952,-0.00088658987,0.2592041,0.34340575,2.813667,0.029863376,-7.049247e-05,0.0679707,0.059086338,-0.00032538798,0.6631418,0.23279281,0.58695835,0.38164088,0.55771375,0.552378,0.504146,0.2116295,1.1352967,0.16627945,0.38404676,0.3515482,0.40817508,0.78288144,0.43556908,0.12621501,0.27502805,0.39253193,0.09937231,0.45711535,0.41834715,0.5661093,0.25793046,0.44535914,0.1790382,0.31957537,0.4756117,0.1942679,0.46569794,0.47105777,0.44875327,0.47115818,0.36866602,0.40821376,0.9750719,0.26350117,-7.702363e-05,0.2963443,1.2740276,0.3577687,0.3447038,0.879548,0.37298083,0.4794443,0.50922066,0.16382003,0.17450856,0.034639344,-3.515064e-05,0.39361122,0.3532612,0.40245998,-0.00041324433,-0.001482504,0.37047628,0.44997504,0.40446708,-0.0014764647,0.3424013,0.18820262,-0.0009996933,0.39088404,0.49529475,0.0075728837,0.5007707,0.4797498,0.27829865,0.07988994,0.42499873,0.52721834,-0.0018115992,0.7054467,-0.0011050962,0.36758876,0.48231447,0.51426107,0.46196064,0.6074664,0.08421999,0.4899263,0.3328615,1.1686922,0.53055334,0.34090084,0.36207932,0.34669402,0.38716894,0.38118127,-0.0016832339,0.60097593,0.4033347,0.0037399696,0.2412655,0.35561845,0.40234002,-0.00025217573,0.46734053
P11166_Q9H3M7,0,0.11794675,0,0.45562008,2.4469953,1.2108364,4.2371674,2.2448945,0.3837387,0.41636407,0.3810598,0.35364765,1.8887422,0.34837046,2.5210395,1.128588,4.1499724,1.6234913,0.3222448,2.718759,0.79316217,0.36742625,0.2770663,2.8795304,2.5431478,0.43605152,2.2185075,0.34121773,8.010837,3.0172908,2.1725788,2.5128093,2.6540673,1.6883442,2.3549135,0.18668285,2.9356143,0.4255886,0.7461306,0.46147132,0.5166889,2.7967482,0.64983505,4.868338,0.38886765,0.34758228,0.4081638,0.6593559,0.43512988,2.0897927,2.545,3.1020184,2.2655141,5.3015575,0.4126615,0.47370937,3.469127,0.39873672,3.0170677,0.30323657,0.76936466,2.6087387,0.49163204,0.4882148,0.43217888,3.3223896,0.36368975,0.38269877,1.6385571,3.025868,2.2889977,0.2731489,4.6703787,4.0940886,0.34834468,3.123091,0.3371507,0.43132472,0.4585726,2.5887966,1.2161305,2.2723827,2.326429,1.2448622,2.6163933,0.3461102,0.18039791,1.7875975,3.0454624,0.42940387,0.40183374,1.8855797,0.299558,3.521269,1.2703257,0.38852254,0.42064863,2.6198318,0.47494927,3.5401921,0.26795796,2.781846,0.47311994,0.5092627,2.876675,1.9467038,0.26660642,0.36295253,0.44209033,0.49591935,1.3035246,3.3176951,0.060575265,0.43182704,0.3194019,1.7653116,2.7117646,0.42549425,0.3977158,1.9413863,0.3717616,0.38107216,1.8747734,0.6006429,3.5754628,2.9894505,1.9613732,0.3531743,2.824086,2.7509155,0.47494343
P11166_Q9Y426,1,0.18791021,0,0.5183639,0.82590747,1.1916965,0.51645124,1.0210298,0.5720502,0.4168367,0.3873116,0.3534585,0.39058116,0.3808219,0.85220623,1.2568676,2.2508903,0.42564902,0.34758577,0.79007924,1.1567352,0.36841658,0.43399975,0.5731988,0.5062553,0.19589698,0.7075474,0.34197047,4.5462103,0.47426385,0.24044847,0.7660329,0.647434,0.3448597,0.6516794,0.21349208,1.3372486,0.3650852,0.6751207,0.7457208,0.64131635,0.96823186,0.9940731,1.0808172,0.39638683,0.3501748,0.40977997,0.7186307,0.4368235,0.8334736,1.0086459,1.1407113,0.47821453,1.7105381,0.39462507,0.6568544,1.346835,0.49688673,0.6114712,0.3729602,0.7861096,0.8573724,0.55746627,0.44639263,0.51657814,1.2605826,0.40319285,0.39611548,1.381601,1.1198434,0.06667394,0.42621395,2.4972613,1.4182814,0.37602773,1.941039,0.46858954,0.44675893,0.5283097,0.87818235,0.4287344,0.5975205,0.73878634,0.35694805,1.1439556,0.36907077,-0.00045041463,0.24844022,1.250333,0.43117255,0.41690597,0.43131194,0.5021542,0.55804837,0.35839784,0.52198005,0.43641844,0.64738095,0.6208801,1.558072,0.27457684,0.81632537,0.42048725,0.66074544,0.52380466,1.2797307,-0.0012714193,0.36592495,0.42063454,0.47041982,0.7543712,1.3233265,0.14667794,0.49897763,0.3232946,1.640486,1.3003763,0.33721477,0.5103689,0.7473951,0.42941487,0.38303465,0.2433881,0.60300565,1.2872884,0.69449335,0.7077296,0.3596234,1.136395,0.6005503,0.68678486
P11168_O43301,0,0.11325542,0,0.50530696,2.8803182,1.0508965,1.3448229,1.1941768,0.55240315,0.41630897,0.38159236,0.35374057,1.1082433,0.18150207,1.5276384,1.1964507,3.384952,0.71592003,0.20493495,2.0251307,1.0091574,0.3686404,0.33896485,2.3121502,2.2477221,0.3036011,1.9988115,0.34019455,4.964345,2.01109,1.1175439,2.338068,1.6609409,1.2410779,1.2104787,-0.00034433353,2.289357,0.48124027,0.7585269,0.51704854,0.54590297,1.922096,0.9549672,2.6617968,0.4125526,0.3497565,0.40818238,0.7267571,0.43459457,1.57525,1.7599778,2.0692015,1.0971144,3.0789132,0.35603333,0.5881237,2.956009,0.025922641,1.7561316,0.27433494,0.6389325,2.087094,0.52109194,0.35972077,0.5092722,2.2844474,0.33919752,0.31062028,2.0808108,2.072937,1.2132864,0.31536344,3.2660513,2.8854337,0.36755428,3.4793105,0.021448273,0.430357,0.41659918,2.3458583,0.8118676,1.831535,1.6608993,0.6369762,1.887178,0.32132235,0.06438416,0.88740396,2.6001334,0.0825408,0.40074924,1.5818791,0.08405282,1.2536068,0.8329044,0.24997737,0.21857986,2.5859637,0.47963414,3.0144145,0.2647256,1.7810477,0.4356443,0.59395933,2.6276286,1.3915026,0.088502824,0.3613894,0.17832346,0.16283345,1.1661693,2.86134,0.013771148,0.48309544,0.319861,1.9048684,2.0529141,0.4046222,0.38215405,1.567549,0.4585126,0.38086417,0.7961138,0.6012649,2.9839091,2.6295745,1.5602261,0.35294384,2.5713723,1.5821308,0.7600227
P11168_P33981,0,0.3280546,0,0.52760214,-0.0007388392,0.78774786,0.24501354,0.800001,0.58897996,0.41585186,0.38250938,0.3523093,-0.00086936034,0.17991714,-0.0006757353,0.8966841,0.664913,-0.0016796994,0.20483081,-0.0014131849,0.762567,0.3674082,0.35990366,-0.0012001412,-0.001967775,-1.0817592e-05,0.06529747,0.33855152,1.5383123,-0.00079584616,-0.001794958,-0.0016393494,-0.00039911078,-0.0003304481,0.76512235,-0.00034637967,0.26671088,0.46879455,0.41819125,0.583645,0.5249888,-0.00024512908,0.9386293,0.084600866,0.42636672,0.34899402,0.40812114,0.7026866,0.4349386,-0.0009937752,0.11411502,0.09680715,0.15917271,0.29077795,0.35484678,0.6519059,0.08032663,0.0396038,0.20970622,0.2777976,0.47134256,0.12965639,0.73402864,0.38690645,0.52667695,0.115978315,0.35235447,0.31809253,0.72562575,0.026800256,-4.6859255e-05,0.16337255,0.9298978,0.002088558,0.3960457,0.33706397,-0.0012271699,0.454054,0.46616858,0.064304054,0.44872272,0.023728892,-0.00088337844,0.5188909,0.18438615,0.32739052,-0.00027089744,-0.0023207902,0.06778141,0.1292925,0.4012379,-0.0019697882,0.108249746,0.2073458,0.058776133,0.23599465,0.21973225,-0.00014453863,0.5236436,0.1946846,0.30110657,-0.001250576,0.41116077,0.6643844,-0.0022347744,0.5447427,-0.00035298907,0.36086592,0.17886285,0.18013434,0.1866134,0.21217225,-0.001670633,0.4950652,0.31941345,1.0592318,0.19111921,0.3880312,0.465282,0.23734707,0.49933416,0.38089654,-0.0025773314,0.6009597,0.0806496,-0.0012188689,0.035063364,0.35373947,0.10060768,0.046899464,0.8812662
P11168_Q5VWZ2,0,0.21877077,0,0.6374729,0.57309777,1.0260794,1.1933538,1.0791644,0.33140752,0.4164316,0.3818271,0.35253114,0.35975564,0.19015579,0.69601744,1.0770552,1.8743619,0.3586234,0.2068535,0.69018346,1.0716484,0.3661431,0.30245963,0.6897748,0.59638685,0.40011835,0.83186436,0.34014866,4.054208,0.3872594,0.52069134,0.5750877,0.56831884,0.26984164,0.7838349,0.025447752,1.2838168,0.36487144,0.648168,0.5705658,0.4332779,0.8126997,0.7332673,1.0385195,0.38250753,0.34959075,0.40790677,0.59812844,0.43398103,0.7396989,0.89253306,0.89600515,0.5935423,1.3780674,0.35529214,0.775009,1.1402136,0.09237604,0.6412418,0.47836688,0.505907,0.8471971,0.46880934,0.35508215,0.40373665,1.1385506,0.33591962,0.32818508,1.5725329,0.9207289,0.34084904,0.21317932,2.2104404,1.3674613,0.36624992,1.8642975,0.32038167,0.45762736,0.44868416,0.6986187,1.0124477,0.6027359,0.55695015,1.0110689,0.9377531,0.32552674,0.34987208,0.42721438,1.1845846,0.13094443,0.40447712,0.86248827,0.17795403,0.67706656,0.30088776,0.23932597,0.2203229,0.707142,0.6524059,1.3213181,0.28915772,0.77405065,0.43537018,0.726134,0.6608717,1.0039519,0.37346014,0.36149147,0.17981863,0.2087521,0.6533842,1.2002183,0.13402449,0.52722067,0.32169008,1.6941159,1.0582718,0.39334077,0.4768787,0.81325877,0.4885059,0.3806123,0.30537492,0.59944826,1.4361693,0.7626501,0.69894546,0.3530356,1.014367,0.85101044,1.031972
P11168_Q7Z4L5,0,0.34366396,0,0.45050403,-0.0005637752,0.7686283,0.24488924,0.6641868,0.594235,0.41616395,0.3810197,0.3529203,-0.0013027187,0.23892793,-0.0011333291,0.7465712,0.52297986,-0.0014967615,0.20577787,-0.0014687213,0.9155575,0.3694685,0.41022193,-0.0003321565,-0.0019680634,-0.00021936467,0.002858479,0.34041038,1.7192314,-0.001189759,-0.0006386646,0.09163144,-0.002082051,0.030486064,0.517159,-0.00033546175,0.22730178,0.37368405,0.47887892,0.56953394,0.5841982,-0.0005619483,1.0814867,0.028236758,0.4749894,0.35025436,0.4081067,0.7138488,0.43553108,-0.0009774948,0.006087111,0.14525957,0.15811685,0.15863599,0.35546485,0.5669288,-6.70871e-05,0.21960543,0.15074807,0.27761352,0.5203247,0.13774098,0.6369672,0.45509064,0.49673536,0.067077965,0.39060062,0.29381746,0.555321,-3.7916855e-06,0.002130789,0.17317098,0.78340775,0.070613615,0.36591846,0.1548224,0.061667964,0.46709752,0.46817034,-0.0008976748,0.50843513,-0.0002730529,-0.002067436,0.33034813,0.18629128,0.32368037,-0.0006848598,-0.0019399117,0.12429749,0.24514267,0.40201634,-0.0024615477,0.13960743,0.29901427,-0.00070410245,0.34265953,0.2724159,-0.001281204,0.38027787,-0.00044862548,0.26979136,-0.0012388779,0.5050293,0.65154254,-0.0021435197,0.5218744,0.17458051,0.3615924,0.28683776,0.30301583,0.20295207,0.17486526,-0.000584062,0.48346195,0.32538038,1.0218929,0.2403788,0.40476164,0.42703113,0.2770213,0.4548231,0.38095742,-0.0026171762,0.59995836,-0.0001964624,-0.0012300791,-3.546453e-05,0.35315362,0.050009172,0.04901945,0.6644456
P11168_Q8IWB1,1,0.90578306,1,0.5822209,0.98562723,1.4761652,0.68009865,1.0294404,0.3457376,0.41743878,2.8764455,0.35302413,2.8226228,2.275612,3.271485,1.1539586,2.5888464,2.5467966,3.8341699,1.8674321,0.8369878,0.37023968,4.192257,1.429656,0.91038823,2.820231,1.3498788,0.3398714,7.581037,2.8648012,1.3587794,2.7787545,2.6253085,1.107426,0.8096747,7.0139475,2.0184383,0.29994887,0.5439354,1.8695388,0.3906826,2.0332847,0.978256,1.611966,0.38176298,0.35016716,0.40924212,0.5167169,0.43790653,3.9073076,3.1305394,1.0656816,0.7396249,2.632943,1.3010253,0.68267643,1.1983211,6.6838546,0.6052323,3.308703,0.538455,1.162833,0.3848447,0.3422471,0.3351975,1.2655882,0.35663,3.3811092,1.8264455,1.7506154,3.694222,4.5039935,2.1581423,2.3319583,0.34447795,3.067709,7.809126,0.41070655,0.4325941,1.2005438,0.5938033,0.7157142,1.9334003,0.59989196,2.5274377,4.2182713,2.6710045,1.9037478,1.3753574,5.4670296,1.7265882,3.1163034,6.3940954,2.2323139,1.1768031,0.7775056,5.271734,1.0403116,3.3161936,1.218127,0.30123138,0.7925921,0.36015016,0.8581652,0.5026552,1.8147576,0.2431796,0.3628494,5.167627,4.354805,1.3192564,2.8865888,5.139029,0.52489316,0.33974382,1.4565641,3.1195679,0.3739102,0.35633758,2.2055779,0.49279746,0.3817676,0.7090838,0.6021173,1.1378263,0.68174016,1.3364766,0.35935938,1.6783807,0.6044084,2.0443425
P11168_Q8TEM1,1,0.46930736,0,0.5245708,-0.0023351926,0.30213422,0.24943775,0.7766418,0.32793567,0.4173928,0.38379848,0.35351172,-0.002023747,0.302847,-0.0018026597,0.44371295,-0.0015941631,-0.0027001193,0.21055882,-0.0018504156,0.24696273,0.36904076,0.32824975,-0.001984964,-0.0019550866,0.10958755,-0.00284181,0.34080485,0.25772703,-0.0022510805,-0.00022606294,-6.3500884e-05,-0.0023235385,0.009993866,0.5212213,-0.00033466544,-0.0023444924,0.25627938,0.30349103,0.5760574,0.43139142,-0.0025753325,0.27706698,0.008975316,0.38208574,0.35015672,0.40822062,0.55610204,0.43789646,-0.0009573671,-0.002616033,-0.001670479,0.050050672,-0.0015707266,0.3580607,0.6014635,-0.0022610608,0.52548486,0.34139657,0.28081328,0.33443907,-0.002184964,0.32669902,0.34739125,0.3343606,-0.0015624085,0.34336784,0.44340187,0.27939525,-0.0027900254,0.19556677,0.48147392,-0.00013664797,-0.0015642428,0.34337676,-0.0029815384,0.024146236,0.38270077,0.44430673,-0.0018386038,0.36300698,-0.002123599,-0.002556204,0.4043804,-0.0024279621,0.33669847,0.33669907,-0.002300319,-0.0014422181,0.53120553,0.40481067,-0.0024512643,0.543912,0.22272672,-0.001580977,0.3265423,0.23670904,-0.002156699,0.9204075,-0.0017401949,0.29942274,-0.0012057803,0.31532452,0.9185631,-0.0018468013,0.1962007,-0.00095269113,0.36137742,0.2072367,0.6403787,-0.0019328101,-0.00021798493,0.15821147,0.46335307,0.31707162,0.22470003,-0.002740082,0.2859987,0.38770416,0.32035854,0.42065752,0.38163793,-0.0026166763,0.60217196,-0.0019358264,-0.0011902284,-0.0015947721,0.36007592,-0.0017140965,-0.00082622364,0.7411879
P11169_Q53S08,0,0.42106324,0,0.51663333,-0.0013598418,0.62986165,0.24471867,0.77159894,0.46644005,0.41737348,0.38163984,0.35381287,-0.0017765819,0.35167772,-0.0016433703,0.46619844,0.2565179,-0.002101577,0.33801076,-0.0018509703,0.6039349,0.36868346,0.33117664,-0.0015996802,-0.0019584747,0.04755595,-0.0014200517,0.34128064,0.83236563,-0.002167606,-0.00018733268,-0.0009825061,-0.0023496742,-2.7081864e-05,0.6068488,0.21900503,-0.00087827473,0.25645843,0.3002002,0.576364,0.57298607,-0.0025665578,0.7140078,0.10725575,0.3986687,0.34970903,0.4078307,0.7344084,0.4355357,-0.0009924184,-0.0015737304,-0.0016645652,0.11347199,0.17809579,0.4154502,0.60233563,-0.0017065057,0.451155,0.17411163,0.29726598,0.33521274,-0.00062718784,0.5741396,0.35796154,0.4038578,-0.0006735365,0.3709682,0.39348313,0.38269877,-0.0018712713,0.015657399,0.30109295,0.32464534,-0.0015694103,0.3411906,-0.0022073402,0.36400402,0.4968311,0.45835355,-0.0018415845,0.27520716,-0.0002598936,-0.0024334462,0.38082466,-0.0014059112,0.4027742,-0.00010326764,-0.001547327,-0.001479183,0.43120426,0.40505007,-0.0015231564,0.34722295,0.046802554,0.049284942,0.383519,0.50472957,-0.0015328774,0.50452733,-0.001735507,0.30856493,-0.0012345033,0.4254483,0.63651174,-0.0018693029,0.30329165,-0.0014099489,0.36131206,0.48130542,0.52180254,-0.0002592518,-0.00024164854,0.082484215,0.4932175,0.31862843,0.60438406,-0.00082243135,0.29315147,0.5561053,0.26022512,0.45889008,0.38207886,-0.0025108971,0.60075015,-0.0019332492,-0.0012238219,-0.001362573,0.3530635,-0.0006074127,-0.0009114411,0.75561726
P11169_Q8NCT1,0,0.05302353,0,0.46502438,3.0051904,0.4992868,5.89461,2.897899,0.45746633,0.43334782,0.37866408,0.35373506,3.009055,0.18282779,3.2963073,0.7360833,4.462579,2.3002532,0.20605014,4.013814,0.64470524,0.36837605,0.3424052,4.16304,3.981173,0.80323195,3.0637348,0.34431413,14.4167385,4.811149,2.0592852,3.7156823,4.239389,1.667727,2.8247542,-0.00035978298,5.402969,0.3138155,0.46898583,0.46865088,0.5851013,3.4551764,0.77223563,7.4034963,0.383016,0.3676684,0.40845817,0.64830863,0.4358293,2.4209664,3.10975,4.180084,2.8922064,8.584195,0.35364142,0.46935734,3.9697974,-0.00021345961,3.302901,0.43199098,0.9386689,3.51032,0.67497134,0.35514796,0.4998713,3.8172486,0.32713598,0.25719428,3.3647664,3.6945784,2.3481328,0.123761244,5.043959,6.9692492,0.39611638,5.104031,-0.00023619932,0.41588983,0.5205386,3.8137105,1.8474898,2.9694908,2.9432666,1.3612195,3.1905534,0.31792477,0.45874813,2.3370419,3.689778,0.05219974,0.4019949,2.1852458,0.013647807,4.3981833,1.6520969,0.23407488,0.21801795,3.1845582,0.33215928,3.7169,0.26696727,3.3378055,0.44624543,0.56291676,2.8445456,2.134717,0.15242563,0.36821848,0.17724572,0.12809432,2.2411776,4.8549,0.11178625,0.4354105,0.31783816,1.875246,3.3842564,0.42891106,0.3187056,2.5378118,0.37345195,0.38094893,2.5082748,0.60080147,3.9163125,3.4574618,3.3334708,0.35644716,3.5728168,3.0718913,0.44849533
P14672_Q8N2C7,1,0.32506165,0,0.53608984,0.1409368,0.6857504,0.5405064,0.7699651,0.4399843,0.41559166,0.38252962,0.35232556,-0.00037639632,0.23237535,0.17031516,0.8711881,0.6724858,0.22382578,0.20725675,0.04204653,0.6162763,0.3670201,0.2741864,0.042730417,-0.0004274888,0.038920045,0.05522759,0.33939654,2.2764444,0.005052906,0.13161322,0.29093212,0.12715809,0.007289059,0.4419644,0.012516934,0.25887045,0.53833133,0.5452624,0.4416953,0.45239642,0.2414081,0.6719091,0.20844977,0.49813098,0.34862477,0.40758854,0.59861076,0.43731076,0.07582623,0.19166303,0.3432101,0.29623467,0.5388039,0.3744165,0.6223393,0.28227478,0.22099265,0.18151563,0.27740625,0.51418334,0.27708447,0.60418886,0.4154828,0.4704096,0.3188785,0.3908951,0.32593757,1.3451717,0.24505055,0.0394777,0.1443103,1.1536807,0.2778893,0.37715912,0.57054085,0.07554248,0.44394735,0.40039897,0.1397381,0.37252128,0.109360814,0.10130761,0.39407903,0.27675772,0.32776332,-0.00011543047,-0.00041234912,0.44921842,0.25218135,0.40158623,0.027551878,0.13994072,0.2802326,0.1983346,0.34687725,0.2602283,0.093476065,0.5431447,0.35391203,0.30682632,0.09102386,0.3643412,0.61249185,-0.0006119265,0.5098456,0.36676311,0.35912317,0.28778774,0.29627666,0.18343408,0.22668633,-0.0007147793,0.46220464,0.32971475,1.0963914,0.36232445,0.33649394,0.4375373,0.30678624,0.45247015,0.38112423,-1.9291021e-05,0.6050687,0.4679666,0.17511573,0.09724476,0.40064314,0.1822089,0.18096055,0.604994
P16260_P43304,0,0.27108955,0,0.45297167,0.47070277,0.7227108,1.192236,0.3671076,0.5444726,0.41804332,0.381166,0.35312366,0.39979973,0.23836288,0.14066938,0.9910365,0.868894,0.36456084,0.20801954,0.50221765,0.830741,0.36905676,0.26709545,0.52820855,0.68761337,3.968015e-05,0.5946795,0.34332636,2.984194,0.43691492,0.068492085,0.47851363,0.5798999,0.2828686,0.4015315,-5.1349252e-05,1.0021268,0.4396608,0.5981919,0.34742343,0.41066942,0.6129714,0.8587787,0.43511155,0.44412962,0.35156825,0.40817258,0.39852902,0.43631396,0.38146093,0.8607225,0.43449852,0.31570712,1.0288181,0.35583207,0.46736965,0.9179064,0.23330955,0.71119225,0.27845746,0.5405378,0.7974039,0.47336072,0.4818296,0.40216732,0.4652289,0.33175534,0.31326547,1.0735734,0.51215714,-0.00083666627,0.17461364,1.2337795,1.3757842,0.37035537,1.1564978,0.101442106,0.37734735,0.35944772,0.66998965,0.2025457,0.5556046,0.47641873,0.17643207,0.6408615,0.32467678,-0.00074302044,0.15030153,0.821382,0.26273474,0.4026278,0.29389977,0.15152778,0.34997928,0.08601063,0.35110506,0.29065683,0.47026038,0.39387742,0.80654377,0.2818566,0.5397237,0.43078598,0.53252804,0.40526077,0.6303834,0.2514648,0.36759266,0.30366465,0.31971648,0.3774141,0.5667965,-0.00048773442,0.43472388,0.33054125,1.1011572,0.54963225,0.3764515,0.33156243,0.30967483,0.36474967,0.3816261,0.24272802,0.60423785,0.4621454,0.48144513,0.49840936,0.3554492,0.827752,0.5603962,0.48748812
P22732_P05067,1,0.22381811,0,0.49756563,0.66736215,0.8097022,1.1473995,0.72109336,0.40381625,0.41664568,0.3825052,0.35310557,0.3740968,0.25714576,0.49566337,1.1088405,1.6416438,0.25128534,0.21061458,0.44495976,0.9462157,0.36839634,0.37161714,0.3267371,0.46586183,0.080984704,0.48274022,0.34130225,2.7246773,0.39552152,0.29186565,0.93128157,0.46177608,0.13601385,0.51349616,0.043476652,0.8897551,0.39069667,0.8314175,0.56325537,0.49797866,0.67978984,0.8232397,0.48014894,0.5970077,0.3491837,0.4073182,0.7129644,0.43893006,0.7507528,0.6639546,0.9164986,0.43642676,0.9608455,0.3550386,0.56057,0.90155715,0.093465365,0.43732432,0.30114746,0.6371964,0.8649559,0.6244606,0.436489,0.5222921,0.64043313,0.3352969,0.31240085,1.2258408,0.7477399,0.02565683,0.14587533,2.174629,1.1287037,0.34401655,1.2393045,-0.00076099136,0.4589987,0.44941667,0.6953492,0.40456623,0.6109787,0.56989,0.385647,0.68855745,0.32722622,-0.00033668795,0.082033515,0.97207206,0.16166179,0.40521434,0.25062737,0.1487523,0.5098407,0.07628023,0.33430573,0.22055304,0.58099204,0.52812487,1.0948569,0.3038175,0.5684407,0.48492274,0.64375603,0.26318014,0.8295476,0.4015402,0.36406657,0.1792544,0.2061025,0.506876,0.7363366,-0.0009931403,0.47801563,0.33064815,1.5034674,1.0013525,0.3347431,0.43790492,0.45584995,0.42013526,0.38205278,0.20804818,0.61003506,1.2486589,0.6843165,0.44113725,0.41559404,0.78203785,0.5713835,0.6062536
